All Transactions Report Created: 2018-06-30 18:02:18 -0500
,
Filter Criteria:,Last Year
,All Accounts
,Any Status
,
,"Scheduled","Split","Date","Type","Check #","Security","Payee","Category","Comm/Fee","Shares","Amount","Account","Memo/Notes"
,,,"3/15/2017","Payment/Deposit",,"","Price Chopper","Groceries","",,"-63.81","Sears 9920(29)",
,,,"3/15/2017","Payment/Deposit",,"","TALK OF THE TOWN GRILL & OVERLAN","Dining:Greg","",,"-14.21","Discover4221(6)",
,,,"3/15/2017","Payment/Deposit",,"","IBM Bonus","Transfer:[Savings]","",,"48.00","IBM 401k Fidelity",
,,"S","3/15/2017","Payment/Deposit",,"","IBM Bonus","Salary","",,"800.00","Savings",
,,"S","3/15/2017","Payment/Deposit",,"","IBM Bonus","Tax:Soc Sec","",,"-49.60","Savings",
,,"S","3/15/2017","Payment/Deposit",,"","IBM Bonus","Tax:Medicare","",,"-11.60","Savings",
,,"S","3/15/2017","Payment/Deposit",,"","IBM Bonus","Tax:Fed","",,"-188.00","Savings",
,,"S","3/15/2017","Payment/Deposit",,"","IBM Bonus","Tax:Kansas","",,"-33.84","Savings",
,,"S","3/15/2017","Payment/Deposit",,"","IBM Bonus","Transfer:[IBM 401k Fidelity]","",,"-48.00","Savings",
,,,"3/15/2017","Payment/Deposit",,"","Costco Visa","Transfer:[Checking]","",,"246.00","AMEX Everyday(22)","payment (auto)"
,,,"3/15/2017","Payment/Deposit",,"","AMEX Everyday","Transfer:[AMEX Everyday(22)]","",,"-246.00","Checking","payment (auto)"
,,,"3/15/2017","Payment/Deposit",,"","IBM Paycheck","Transfer:[Savings]","",,"214.58","Fidelity HSA XX5575","Medical savings plan"
,,,"3/15/2017","Payment/Deposit",,"","IBM Paycheck","Transfer:[Savings]","",,"339.20","IBM 401k Fidelity","contribution"
,,"S","3/15/2017","Payment/Deposit",,"","IBM Paycheck","Salary","",,"5,653.25","Savings","Gross pay"
,,"S","3/15/2017","Payment/Deposit",,"","IBM Paycheck","Salary","",,"78.54","Savings","Life Insurance (implied)"
,,"S","3/15/2017","Payment/Deposit",,"","IBM Paycheck","Tax:Medicare","",,"-78.19","Savings","Paycheck"
,,"S","3/15/2017","Payment/Deposit",,"","IBM Paycheck","Tax:Soc Sec","",,"-334.33","Savings","Paycheck"
,,"S","3/15/2017","Payment/Deposit",,"","IBM Paycheck","Tax:Fed","",,"-564.97","Savings","Paycheck"
,,"S","3/15/2017","Payment/Deposit",,"","IBM Paycheck","Tax:Kansas","",,"-175.64","Savings","Paycheck"
,,"S","3/15/2017","Payment/Deposit",,"","IBM Paycheck","Transfer:[IBM 401k Fidelity]","",,"-339.20","Savings","contribution"
,,"S","3/15/2017","Payment/Deposit",,"","IBM Paycheck","Insurance:Medical","",,"-124.78","Savings","Health care (medical + dental)"
,,"S","3/15/2017","Payment/Deposit",,"","IBM Paycheck","Transfer:[Fidelity HSA XX5575]","",,"-214.58","Savings","Medical savings plan"
,,"S","3/15/2017","Payment/Deposit",,"","IBM Paycheck","Insurance:Life","",,"-71.64","Savings","Life Insurance"
,,"S","3/15/2017","Payment/Deposit",,"","IBM Paycheck","Insurance:Life","",,"-78.54","Savings","LIfe Insurance (implied)"
,,,"3/15/2017","Payment/Deposit",,"","IBM Match","Misc Inc","",,"460.00","Deferred 401k Match","IBM Match"
,,,"3/14/2017","Payment/Deposit",,"","WHOLEFDS OLA #10538 OLATHE KS","Dining:Greg","",,"-2.76","Discover4221(6)",
,,,"3/14/2017","Payment/Deposit",,"","LEVELUP*PLANETSUB87538 855-466-5","Dining:Greg","",,"-7.41","Discover4221(6)",
,,,"3/14/2017","Payment/Deposit",,"","AMEX Everyday","Transfer:[Checking]","",,"2,678.74","Costco Visa 5455","payment (auto)"
,,,"3/14/2017","Payment/Deposit",,"","Costco Visa","Transfer:[Costco Visa 5455]","",,"-2,678.74","Checking","payment (auto)"
,,,"3/13/2017","Reinvest Dividend",,"International Business Machine","International Business Machine","Investments:Reinvest Dividend","","0.033","0.00","IBM Options Morgan Stanley",".033 @ 177.5293"
,,,"3/13/2017","Payment/Deposit",,"","Price Chopper","Groceries","",,"-48.58","Sears 9920(29)",
,,,"3/13/2017","Payment/Deposit",,"","McDonald's","Dining:Greg","",,"-5.01","Discover4221(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
,,,"3/13/2017","Payment/Deposit",,"","AMAZON MKTPLACE PMTS AMAZON MKTP","Fix Me","",,"-15.04","Discover 3128(6)",
,,,"3/12/2017","Payment/Deposit",,"","Price Chopper","Groceries","",,"-10.31","Discover4221(6)",
,,,"3/12/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"20.30","Discover 3128(6)",
,,,"3/11/2017","Payment/Deposit",,"","Zerorez","Household:Cleaning","",,"-104.00","Discover4221(6)","carpet"
,,,"3/11/2017","Payment/Deposit",,"","From savings","Transfer:[Checking]","",,"-2,000.00","Savings",
,,,"3/11/2017","Payment/Deposit",,"","From savings","Transfer:[Savings]","",,"2,000.00","Checking",
,,,"3/11/2017","Payment/Deposit",,"","Loan Nissan Leaf","Transfer:[Checking]","",,"0.00","Loan Nissan Leaf",
,,,"3/11/2017","Payment/Deposit",,"","Loan Nissan Leaf","Transfer:[Checking]","",,"628.87","Loan Nissan Leaf",
,,"S","3/11/2017","Payment/Deposit",,"","Loan Nissan Leaf","Transfer:[Loan Nissan Leaf]","",,"-628.87","Checking",
,,"S","3/11/2017","Payment/Deposit",,"","Loan Nissan Leaf","Auto & Transport:Auto Payment:Interest","",,"-9.02","Checking",
,,"S","3/11/2017","Payment/Deposit",,"","Loan Nissan Leaf","Transfer:[Loan Nissan Leaf]","",,"0.00","Checking",
,,"S","3/11/2017","Payment/Deposit",,"","Loan Nissan Leaf","Auto & Transport:Auto Payment","",,"0.00","Checking",
,,,"3/10/2017","Reinvest Dividend",,"International Business Machine","International Business Machine","Investments:Reinvest Dividend","","0.317","0.00","IBM ESPP",""
,,,"3/10/2017","Payment/Deposit",,"","Purchases","Fix Me","",,"-13.16","Kohls 3215(25)",
,,,"3/10/2017","Payment/Deposit",,"","Hy Vee","Groceries","",,"-24.25","Sears 9920(29)",
,,,"3/10/2017","Payment/Deposit",,"","Target","Fix Me","",,"-55.36","Discover 3128(6)","DBT PURCHASE ON 09/14 @ 16:56 TARGET 00017574 TARGET 00017574 O"
,,,"3/10/2017","Payment/Deposit",,"","MANS BEST FRIEND BELTON MO","Pets","",,"-46.00","Discover 3128(6)",
,,,"3/10/2017","Payment/Deposit",,"","McDonald's","Dining:Greg","",,"-5.69","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
,,,"3/10/2017","Payment/Deposit",,"","Blue Moose Lenexa","Dining:Family","",,"-16.62","Discover4221(6)",
,,"S","3/10/2017","Payment/Deposit",,"","ATM Village Seville","Fix Me","",,"52.32","Checking","beth"
,,"S","3/10/2017","Payment/Deposit",,"","ATM Village Seville","Fix Me","",,"80.00","Checking","gma"
,,,"3/10/2017","Payment/Deposit",,"","ATM Village Seville","Transfer:[Checking]","",,"40.00","Terry Cash","ATM VILLAGE SEVILLE 13100 STATE LINE ROAD LEAWOOD KS CARD NBR: -"
,,,"3/10/2017","Payment/Deposit",,"","ATM Village Seville","Transfer:[Terry Cash]","",,"-40.00","Checking","ATM VILLAGE SEVILLE 13100 STATE LINE ROAD LEAWOOD KS CARD NBR: -"
,,,"3/10/2017","Payment/Deposit",,"","Capitol Federal Savings","Transfer:[Checking]","",,"561.86","CapFed Mortgage 2013",
,,"S","3/10/2017","Payment/Deposit",,"","Capitol Federal Savings","Transfer:[CapFed Mortgage 2013]","",,"-561.86","Checking",
,,"S","3/10/2017","Payment/Deposit",,"","Capitol Federal Savings","Int Exp","",,"-198.20","Checking",
,,"S","3/10/2017","Payment/Deposit",,"","Capitol Federal Savings","Transfer:[Escrow 2013 13914 Ash]","",,"-437.78","Checking",
,,"S","3/10/2017","Payment/Deposit",,"","Capitol Federal Savings","Transfer:[Escrow 2013 13914 Ash]","",,"-59.16","Checking",
,,,"3/9/2017","Payment/Deposit",,"","Price Chopper","Groceries","",,"-80.27","Sears 9920(29)",
,,,"3/9/2017","Payment/Deposit",,"","Whole Foods","Dining:Greg","",,"-10.28","Discover4221(6)",
,,,"3/9/2017","Payment/Deposit",,"","McDonald's","Dining:Greg","",,"-5.44","Discover4221(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
,,,"3/9/2017","Payment/Deposit",,"","JCWW (Johnson County Wastewater)","Utilities:Water","",,"-82.60","Checking","Payment"
,,,"3/8/2017","Sell",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","Investments:Sell","","-45","45.00","Fidelity HSA XX5575",""
,,,"3/8/2017","Payment/Deposit",,"","JOANN ETC #1926 OVERLAND PARKKS","Fix Me","",,"-10.84","Discover 3128(6)",
,,,"3/8/2017","Payment/Deposit",,"","SANFORD PROFILE 11082 OLATHE KS","Personal","",,"-62.63","Discover 3128(6)","TD diet"
,,,"3/8/2017","Payment/Deposit",,"","Big Lots","Fix Me","",,"16.39","Discover 3128(6)",
,,,"3/8/2017","Payment/Deposit",,"","Amazon.com","Clothing:Terry","",,"-299.16","Discover 3128(6)","shoes"
,,,"3/8/2017","Payment/Deposit",,"","GOLDEN CORRAL 645 OLATHE KS","Dining:Family","",,"-54.45","Discover4221(6)",
,,,"3/8/2017","Payment/Deposit",,"","NORMAL DISTR PARTIAL STAR CHIROP","Medical:Chiropractic","",,"-45.00","Fidelity HSA XX5575","NORMAL DISTR PARTIAL STAR CHIROPRACTIC       SHAWNEE       KS"
,,,"3/7/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-58.69","Discover 3128(6)",
,,,"3/7/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-6.80","Discover 3128(6)",
,,,"3/7/2017","Payment/Deposit",,"","Big Lots","Fix Me","",,"-33.35","Discover 3128(6)",
,,,"3/7/2017","Payment/Deposit",,"","PARTY CITY #938 OVERLAND PARKKS","Fix Me","",,"-29.55","Discover 3128(6)",
,,,"3/7/2017","Payment/Deposit",,"","MICHAELS STORES 2713 OVERLAND PA","Fix Me","",,"-9.33","Discover 3128(6)",
,,,"3/7/2017","Payment/Deposit",,"","DSW PINNACLE VILLAGE OVERLAND PA","Clothing:Terry","",,"-8.70","Discover 3128(6)",
,,,"3/7/2017","Payment/Deposit",,"","JOANN ETC #1926 OVERLAND PARKKS","Fix Me","",,"-7.37","Discover 3128(6)",
,,,"3/7/2017","Payment/Deposit",,"","Price Chopper","Groceries","",,"-6.52","Discover 3128(6)",
,,,"3/7/2017","Payment/Deposit",,"","Price Chopper","Groceries","",,"-3.35","Discover 3128(6)",
,,,"3/7/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-61.12","Discover 3128(6)",
,,,"3/7/2017","Payment/Deposit",,"","Hen House","Groceries","",,"-44.92","Discover 3128(6)",
,,,"3/7/2017","Payment/Deposit",,"","AMAZON SERVICES-KINDLE 866-321-8","Books","",,"-9.99","Discover 3128(6)",
,,,"3/7/2017","Payment/Deposit",,"","Panda Express","Dining:Greg","",,"-7.00","Discover4221(6)",
,,,"3/7/2017","Payment/Deposit",,"","State Farm Insurance","Insurance:Automobile","",,"-159.61","Discover4221(6)","Odyssey 613PJ0W5"
,,,"3/7/2017","Payment/Deposit",,"","From savings","Transfer:[Checking]","",,"-3,000.00","Savings","11170264"
,,,"3/7/2017","Payment/Deposit",,"","From savings","Transfer:[Savings]","",,"3,000.00","Checking","11170264"
,,,"3/5/2017","Payment/Deposit",,"","AMAZON SERVICES-KINDLE 866-321-8","Books","",,"-7.99","Discover 3128(6)",
,,,"3/5/2017","Payment/Deposit",,"","ATT","Utilities:Telephone","",,"-273.81","Discover 3128(6)","wireless"
,,,"3/5/2017","Payment/Deposit",,"","Campus Crusade for Christ","Charity:Cash:Crusade","",,"-85.00","Checking","Austin"
,,,"3/5/2017","Payment/Deposit",,"","THE ATHLETIC CLUB OF O OVERLAND","Membership","",,"-62.04","Discover 3128(6)",
,,,"3/5/2017","Payment/Deposit",,"","GROUPON INC 877-788-7858 IL","Personal","",,"-29.00","Discover 3128(6)","yoga"
,,,"3/5/2017","Payment/Deposit",,"","Amazon.com","Fix Me","",,"-46.41","Discover 3128(6)",
,,,"3/5/2017","Payment/Deposit",,"","GROUPON INC 877-788-7858 IL","Personal","",,"-29.00","Discover 3128(6)","yoga"
,,,"3/5/2017","Payment/Deposit",,"","AMC ONLINE #9640 888-440-4262 KS","Entertainment","",,"-21.21","Discover4221(6)","logan"
,,,"3/4/2017","Payment/Deposit",,"","GROUPON INC 877-788-7858 IL","Fix Me","",,"-77.00","Discover 3128(6)",
,,"S","3/4/2017","Payment/Deposit",,"","KCPL","Utilities:Gas & Electric","",,"-156.05","Checking",
,,"S","3/4/2017","Payment/Deposit",,"","KCPL","Insurance:Homeowners","",,"-6.41","Checking","surge protection fee"
,,"S","3/4/2017","Payment/Deposit",,"","KCPL","Utilities:Gas & Electric","",,"-131.02","Checking","extra"
,,,"3/4/2017","Payment/Deposit",,"","JOSE PEPPERS OVERLAND PARKKS","Dining:Family","",,"-30.84","Discover4221(6)",
,,,"3/3/2017","Payment/Deposit",,"","JOANN ETC #1926 OVERLAND PARKKS","Fix Me","",,"-41.16","Discover 3128(6)",
,,,"3/3/2017","Payment/Deposit",,"","ZARDAS BBQ LENEXA KS","Dining:Greg","",,"-11.51","Discover4221(6)",
,,,"3/2/2017","Payment/Deposit",,"","Price Chopper","Groceries","",,"-46.80","Sears 9920(29)",
,,,"3/2/2017","Payment/Deposit",,"","BURGER KING #17997 OVERLAND PARK","Dining","",,"-5.98","Discover 3128(6)",
,,,"3/2/2017","Payment/Deposit",,"","Chick-fil-a","Dining:Greg","",,"-7.05","Discover4221(6)",
,,,"3/2/2017","Payment/Deposit",,"","SANFORD PROFILE 11082 OLATHE KS","Personal","",,"-84.11","Discover 3128(6)","TD diet"
,,,"3/2/2017","Payment/Deposit",,"","State Farm Insurance_","Insurance:Automobile","",,"-356.81","Discover 3128(6)","Leaf"
,,,"3/1/2017","Buy",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","Investments:Buy","","214.58","-214.58","Fidelity HSA XX5575",""
,,,"3/1/2017","Payment/Deposit",,"","O BRIEN PHARMACY - MOTO MISSION","Fix Me","",,"-52.32","Discover 3128(6)","for beth"
,,,"3/1/2017","Payment/Deposit",,"","WORLD KITCHEN CREDIT DEP 999-999","Groceries","",,"-27.95","Discover 3128(6)",
,,,"3/1/2017","Payment/Deposit",,"","WHOLEFDS OPK 10410 OVERLAND PARK","Groceries","",,"-19.54","Discover 3128(6)",
,,,"3/1/2017","Payment/Deposit",,"","Netflix.Com","Entertainment","",,"-9.99","Discover 3128(6)",
,,,"3/1/2017","Payment/Deposit",,"","MR GYROS RESTAURANT OLATHE KS","Dining:Greg","",,"-8.70","Discover4221(6)",
,,,"3/1/2017","Payment/Deposit",,"","AAA Visa","Transfer:[Checking]","",,"37.56","BOA AAA 8044(1)","payment (auto)"
,,,"3/1/2017","Payment/Deposit",,"","AAA Visa","Transfer:[BOA AAA 8044(1)]","",,"-37.56","Checking","payment (auto)"
,,,"2/28/2017","Interest Income",,"",,"Investments:Interest Income","",,"60.93","IBM Pension",""
,,,"2/28/2017","Reinvest Dividend",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","Investments:Reinvest Dividend","","17.386","0.00","IBM 401k Fidelity","DIVIDEND;VANG LT TREASURY ADM OQAX;as of 02/28/2017"
,,,"2/28/2017","Buy",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","Investments:Buy","","14.192","-169.60","IBM 401k Fidelity","CONTRIBUTION;VANG LT TREASURY ADM OQAX;as of 02/28/2017"
,,,"2/28/2017","Buy",,"Stable Value","Stable Value","Investments:Buy","","26.396","-169.60","IBM 401k Fidelity","CONTRIBUTION;INTEREST INCOME FUND OJFA;as of 02/28/2017"
,,,"2/28/2017","Buy",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","Investments:Buy","","0.03","-0.03","Fidelity HSA XX5575",""
,,,"2/28/2017","Payment/Deposit",,"","Balance Adjustment","Cash","",,"-135.00","Terry Cash","bal 20"
,,,"2/28/2017","Payment/Deposit",,"","Balance Adjustment","Transfer:[Greg Cash]","",,"20.00","Terry Cash","bal 280"
,,,"2/28/2017","Payment/Deposit",,"","Balance Adjustment","Transfer:[Terry Cash]","",,"-20.00","Greg Cash","bal 280"
,,,"2/28/2017","Payment/Deposit",,"","Rebate","Misc Inc","",,"48.86","Sears 9920(29)",
,,,"2/28/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-95.52","Discover 3128(6)",
,,,"2/28/2017","Payment/Deposit",,"","TACO REPUBLIC KANSAS CITY KS","Dining:Family","",,"-54.60","Discover 3128(6)",
,,,"2/28/2017","Payment/Deposit",,"","APL* ITUNES.COM/BILL 866-712-775","Fix Me","",,"-7.61","Discover 3128(6)",
,,,"2/28/2017","Payment/Deposit",,"","McDonald's","Dining:Greg","",,"-5.01","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
,,,"2/28/2017","Payment/Deposit",,"","INTEREST CREDITED DEPOSIT","Int Inc","",,"0.08","Checking",
,,,"2/28/2017","Payment/Deposit",,"","INTEREST CREDITED DEPOSIT","Int Inc","",,"0.85","Savings",
,,,"2/28/2017","Payment/Deposit",,"","Interest Earned","Uncategorized","",,"0.03","Fidelity HSA XX5575","INTEREST EARNED"
,,,"2/28/2017","Payment/Deposit",,"","Fairfield","Vacation","",,"-169.85","Checking","Vacation fees"
,,,"2/28/2017","Payment/Deposit",,"","IBM Paycheck","Transfer:[Savings]","",,"214.58","Fidelity HSA XX5575","Medical savings plan"
,,,"2/28/2017","Payment/Deposit",,"","IBM Paycheck","Transfer:[Savings]","",,"339.20","IBM 401k Fidelity","contribution"
,,"S","2/28/2017","Payment/Deposit",,"","IBM Paycheck","Salary","",,"5,653.25","Savings","Gross pay"
,,"S","2/28/2017","Payment/Deposit",,"","IBM Paycheck","Salary","",,"78.54","Savings","Life Insurance (implied)"
,,"S","2/28/2017","Payment/Deposit",,"","IBM Paycheck","Tax:Medicare","",,"-78.19","Savings","Paycheck"
,,"S","2/28/2017","Payment/Deposit",,"","IBM Paycheck","Tax:Soc Sec","",,"-334.33","Savings","Paycheck"
,,"S","2/28/2017","Payment/Deposit",,"","IBM Paycheck","Tax:Fed","",,"-564.97","Savings","Paycheck"
,,"S","2/28/2017","Payment/Deposit",,"","IBM Paycheck","Tax:Kansas","",,"-175.64","Savings","Paycheck"
,,"S","2/28/2017","Payment/Deposit",,"","IBM Paycheck","Transfer:[IBM 401k Fidelity]","",,"-339.20","Savings","contribution"
,,"S","2/28/2017","Payment/Deposit",,"","IBM Paycheck","Insurance:Medical","",,"-124.78","Savings","Health care (medical + dental)"
,,"S","2/28/2017","Payment/Deposit",,"","IBM Paycheck","Transfer:[Fidelity HSA XX5575]","",,"-214.58","Savings","Medical savings plan"
,,"S","2/28/2017","Payment/Deposit",,"","IBM Paycheck","Insurance:Life","",,"0.00","Savings","Life Insurance"
,,"S","2/28/2017","Payment/Deposit",,"","IBM Paycheck","Insurance:Life","",,"-78.54","Savings","LIfe Insurance (implied)"
,,,"2/28/2017","Payment/Deposit",,"","IBM Match","Misc Inc","",,"460.00","Deferred 401k Match","IBM Match"
,,,"2/27/2017","Interest Income",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","",,"0.05","TD IRA (E*Trade)","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
,,,"2/27/2017","Interest Income",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","",,"0.02","GD IRA (E*Trade)","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
,,,"2/27/2017","Interest Income",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","",,"0.01","ETrade","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
,,,"2/27/2017","Payment/Deposit",,"","QT","Auto:Fuel","",,"-30.00","Sears 9920(29)","odyssey"
,,,"2/27/2017","Payment/Deposit",,"","McDonald's","Dining","",,"-5.73","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
,,,"2/27/2017","Payment/Deposit",,"","Amazon.com","Fix Me","",,"-68.36","Discover 3128(6)",
,,,"2/27/2017","Payment/Deposit",,"","GROUPON INC 877-788-7858 IL","Fix Me","",,"-32.00","Discover 3128(6)",
,,,"2/27/2017","Payment/Deposit",,"","Ancestry.Com","Membership","",,"-19.95","Discover 3128(6)",
,,,"2/27/2017","Payment/Deposit",,"","GROUPON INC 877-788-7858 IL","Fix Me","",,"-16.00","Discover 3128(6)",
,,,"2/27/2017","Payment/Deposit",,"","AMAZON SERVICES-KINDLE 866-321-8","Books","",,"-9.99","Discover 3128(6)","TD study"
,,,"2/27/2017","Payment/Deposit",,"","Panda Express","Dining:Greg","",,"-6.55","Discover 3128(6)",
,,,"2/27/2017","Payment/Deposit",,"","Lynda.com","Education","",,"-34.99","AMEX Everyday(22)","P-08649659 888-335-9632"
,,,"2/27/2017","Payment/Deposit",,"","KANSAS GAS SERVI","Utilities:Gas & Electric","",,"-203.60","Checking",
,,,"2/27/2017","Payment/Deposit",,"","Barclay","Transfer:[Checking]","",,"42.01","Apple Rewards 2672(3)","payment (auto)"
,,,"2/27/2017","Payment/Deposit",,"","Barclay","Transfer:[Apple Rewards 2672(3)]","",,"-42.01","Checking","payment (auto)"
,,,"2/26/2017","Payment/Deposit",,"","Five Guys","Dining:Greg","",,"-7.17","Discover 3128(6)",
,,,"2/26/2017","Payment/Deposit",,"","Amazon.com","Fix Me","",,"-63.98","Discover 3128(6)",
,,,"2/26/2017","Payment/Deposit",,"","Hen House","Groceries","",,"-17.80","Discover 3128(6)",
,,,"2/26/2017","Payment/Deposit",,"","Sears","Transfer:[Checking]","",,"445.47","Sears 9920(29)","payment (auto)"
,,,"2/26/2017","Payment/Deposit",,"","Sears","Transfer:[Sears 9920(29)]","",,"-445.47","Checking","payment (auto)"
,,,"2/25/2017","Payment/Deposit",,"","QT","Auto:Fuel","",,"-25.25","Sears 9920(29)","odyssey"
,,,"2/25/2017","Payment/Deposit",,"","Taco Bell","Dining:Terry","",,"-5.90","Discover 3128(6)","DBT PURCHASE ON 07/24 @ 13:52 TACO BELL #21436 TACO BELL #21436"
,,,"2/25/2017","Payment/Deposit",,"","MURFIN'S MKT-WILLARSBQ WILLARD M","Groceries","",,"-11.10","Discover 3128(6)",
,,,"2/25/2017","Payment/Deposit",,"","Discover Card","Transfer:[Checking]","",,"2,312.30","Discover 3128(6)","payment (auto)"
,,,"2/25/2017","Payment/Deposit",,"","Discover Card","Transfer:[Discover 3128(6)]","",,"-2,312.30","Checking","payment (auto)"
,,,"2/24/2017","Sell",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","Investments:Sell","","-82.5","82.50","Fidelity HSA XX5575",""
,,,"2/24/2017","Payment/Deposit",,"","Costco","Fix Me","",,"-180.80","Costco Visa 5455",
,,,"2/24/2017","Payment/Deposit",,"","SHP*SWANSON HLTH PROD 800-437-41","Fix Me","",,"-48.42","Discover 3128(6)",
,,,"2/24/2017","Payment/Deposit",,"","SHOEBUY.COM 888-200-8414 MA","Fix Me","",,"-37.21","Discover 3128(6)",
,,,"2/24/2017","Payment/Deposit",,"","AMC ONLINE #9640 888-440-4262 KS","Entertainment","",,"-27.22","Discover 3128(6)","genesis"
,,,"2/24/2017","Payment/Deposit",,"","CVS Pharmacy","Fix Me","",,"-26.96","Discover 3128(6)",
,,,"2/24/2017","Payment/Deposit",,"","WINSTEAD'S #067 LEAWOOD KS","Dining:Family","",,"-8.15","Discover 3128(6)",
,,,"2/24/2017","Payment/Deposit",,"","AmeriMark","Fix Me","",,"603.79","Discover 3128(6)","refund monthly charges"
,,,"2/24/2017","Payment/Deposit",,"","Babies ""R"" Us","Fix Me","",,"16.32","Discover 3128(6)",
,,,"2/24/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"8.64","Discover 3128(6)",
,,,"2/24/2017","Payment/Deposit",,"","NORMAL DISTR PARTIAL STAR CHIROP","Medical:Chiropractic","",,"-82.50","Fidelity HSA XX5575","NORMAL DISTR PARTIAL STAR CHIROPRACTIC       SHAWNEE       KS"
,,,"2/23/2017","Payment/Deposit",,"","Panera","Dining:Terry","",,"-5.12","Sears 9920(29)",
,,,"2/23/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-69.76","Discover 3128(6)",
,,,"2/23/2017","Payment/Deposit",,"","SANFORD PROFILE 11082 OLATHE KS","Personal","",,"-92.09","Discover 3128(6)","TD diet"
,,,"2/23/2017","Payment/Deposit",,"","Chick-fil-a","Dining:Greg","",,"-7.05","Discover 3128(6)",
,,,"2/23/2017","Payment/Deposit",,"","ShoeBuy.com","Fix Me","",,"-46.69","Discover 3128(6)",
,,,"2/23/2017","Payment/Deposit",,"","Groupon","Fix Me","",,"-26.00","Discover 3128(6)",
,,,"2/23/2017","Payment/Deposit",,"","Babies ""R"" Us","Fix Me","",,"-16.32","Discover 3128(6)",
,,,"2/23/2017","Payment/Deposit",,"","Consolidated Communications","Utilities:CableTV","",,"-168.71","Discover 3128(6)",
,,,"2/22/2017","Sell",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","Investments:Sell","","-0.173","2.04","IBM 401k Fidelity","FEES;VANG LT TREASURY ADM OQAX;as of 02/22/2017"
,,,"2/22/2017","Payment/Deposit",,"","Fees","Invest Exp","",,"-2.04","IBM 401k Fidelity","fees"
,,,"2/22/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-49.85","Discover 3128(6)",
,,,"2/22/2017","Payment/Deposit",,"","SANFORD PROFILE 11082 OLATHE KS","Personal","",,"-30.69","Discover 3128(6)","TD diet"
,,,"2/22/2017","Payment/Deposit",,"","BuyBuyBaby","Fix Me","",,"-39.16","Discover 3128(6)",
,,,"2/22/2017","Payment/Deposit",,"","Babies ""R"" Us","Fix Me","",,"-32.73","Discover 3128(6)",
,,,"2/22/2017","Payment/Deposit",,"","Dollar Tree","Fix Me","",,"-13.12","Discover 3128(6)",
,,,"2/22/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-8.64","Discover 3128(6)",
,,,"2/22/2017","Payment/Deposit",,"","Panda Express","Dining:Greg","",,"-7.75","Discover 3128(6)",
,,,"2/22/2017","Payment/Deposit",,"","Mr Gyros Restaurant","Dining:Terry","",,"-7.66","Discover 3128(6)",
