All Transactions Report Created: 2018-08-15 22:57:58 -0500
,
﻿Filter Criteria:,All Dates
,All Accounts
,Any Status
,Selected Transactions
,
﻿,"Split","Date","Type","Action","Check #","Security","Payee","Description","Category","Comm/Fee","Shares","Amount","Account","Memo/Notes"
﻿,,"5/31/2018","Payment/Deposit","",,"","Interest Earned","Uncategorized","Uncategorized","",,"0.04","Fidelity HSA XX5575","INTEREST EARNED"
﻿,"S","5/31/2018","Payment/Deposit","EFT",,"","KCPL","Utilities:Gas & Electric","Utilities:Gas & Electric","",,"-156.05","Checking",
﻿,"S","5/31/2018","Payment/Deposit","EFT",,"","KCPL","Insurance:Homeowners","Insurance:Homeowners","",,"-6.41","Checking","surge protection fee"
﻿,"S","5/31/2018","Payment/Deposit","EFT",,"","KCPL","Uncategorized","Uncategorized","",,"-2.04","Checking",
﻿,,"5/31/2018","Payment/Deposit","",,"","IBM Paycheck","Transfer:[Savings]","Transfer:[Savings]","",,"262.50","Fidelity HSA XX5575","Medical savings plan"
﻿,,"5/31/2018","Payment/Deposit","",,"","IBM Paycheck","Transfer:[Savings]","Transfer:[Savings]","",,"339.20","IBM 401k Fidelity","contribution"
﻿,"S","5/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Salary","Salary","",,"5,653.25","Savings","Gross pay"
﻿,"S","5/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Salary","Salary","",,"78.54","Savings","Life Insurance (implied)"
﻿,"S","5/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Medicare","Tax:Medicare","",,"-77.39","Savings","Paycheck"
﻿,"S","5/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Soc Sec","Tax:Soc Sec","",,"-330.90","Savings","Paycheck"
﻿,"S","5/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Fed","Tax:Fed","",,"-427.03","Savings","Paycheck"
﻿,"S","5/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Kansas","Tax:Kansas","",,"-202.22","Savings","Paycheck"
﻿,"S","5/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Transfer:[IBM 401k Fidelity]","Transfer:[IBM 401k Fidelity]","",,"-339.20","Savings","contribution"
﻿,"S","5/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Medical","Insurance:Medical","",,"-132.22","Savings","Health care (medical + dental)"
﻿,"S","5/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Transfer:[Fidelity HSA XX5575]","Transfer:[Fidelity HSA XX5575]","",,"-262.50","Savings","Medical savings plan"
﻿,"S","5/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Life","Insurance:Life","",,"0.00","Savings","Life Insurance"
﻿,"S","5/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Life","Insurance:Life","",,"-78.54","Savings","LIfe Insurance (implied)"
﻿,"S","5/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Uncategorized","Uncategorized","",,"0.01","Savings","Paycheck"
﻿,,"5/31/2018","Payment/Deposit","Deposit",,"","IBM Match","Misc Inc","Misc Inc","",,"450.00","Deferred 401k Match","IBM Match"
﻿,,"5/30/2018","Payment/Deposit","",,"","Returns","Fix Me","Fix Me","",,"16.35","Kohls 3215(25)",
﻿,,"5/30/2018","Payment/Deposit","",,"","Purchases","Fix Me","Fix Me","",,"-37.22","Kohls 3215(25)",
﻿,,"5/30/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-130.02","Sears 9920(29)",
﻿,,"5/30/2018","Payment/Deposit","",,"","Grill At Park Place","Dining:Greg","Dining:Greg","",,"-20.56","Sears 9920(29)",
﻿,,"5/30/2018","Payment/Deposit","",,"","Taco Bell","Dining:Terry","Dining:Terry","",,"-5.43","Discover 3128(6)","DBT PURCHASE ON 07/24 @ 13:52 TACO BELL #21436 TACO BELL #21436"
﻿,,"5/30/2018","Payment/Deposit","",,"","STEIN-MART #376 OVERLAND PARKKS","Fix Me","Fix Me","",,"-93.98","Discover 3128(6)",
﻿,,"5/30/2018","Payment/Deposit","",,"","PROFILE 15013 OVERLAND P OVERLAN","Groceries","Groceries","",,"-60.62","Discover 3128(6)",
﻿,,"5/30/2018","Payment/Deposit","",,"","Wendy's","Dining","Dining","",,"-8.12","Checking","DBT PURCHASE ON 05/29 @ 09:02 WENDYS #6011 WENDYS #6011 KANSAS C"
﻿,,"5/30/2018","Payment/Deposit","",,"","Rhonda Elliott","Fix Me","Fix Me","",,"-50.00","Terry Cash","shatterproof"
﻿,,"5/30/2018","Payment/Deposit","",,"","MD Interlock","Fix Me","Fix Me","",,"-87.00","Terry Cash","MD interlock"
﻿,,"5/30/2018","Payment/Deposit","",,"","From Tracy","Fix Me","Fix Me","",,"170.00","Terry Cash",
﻿,,"5/29/2018","Interest Income","",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","Investments:Interest Income","",,"0.05","TD IRA (E*Trade)","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
﻿,,"5/29/2018","Interest Income","",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","Investments:Interest Income","",,"0.02","GD IRA (E*Trade)","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
﻿,,"5/29/2018","Interest Income","",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","Investments:Interest Income","",,"0.19","ETrade","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
﻿,,"5/29/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-249.43","Discover 3128(6)",
﻿,,"5/29/2018","Payment/Deposit","",,"","Hy Vee","Groceries","Groceries","",,"-70.39","Sears 9920(29)",
﻿,,"5/29/2018","Payment/Deposit","",,"","Hy Vee Gas","Auto:Fuel","Auto:Fuel","",,"-24.02","Sears 9920(29)","odyssey"
﻿,,"5/29/2018","Payment/Deposit","",,"","Profile","Groceries","Groceries","",,"-29.04","Sears 9920(29)",
﻿,,"5/29/2018","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-33.18","Sears 9920(29)","odyssey"
﻿,,"5/29/2018","Payment/Deposit","",,"","Paciugo Gelato","Dining:Greg","Dining:Greg","",,"-5.80","Sears 9920(29)",
﻿,,"5/29/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-14.20","Sears 9920(29)",
﻿,,"5/29/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-16.99","Discover 3128(6)",
﻿,,"5/29/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-14.18","Discover 3128(6)",
﻿,,"5/29/2018","Payment/Deposit","",,"","Tbo Trf","Fix Me","Fix Me","",,"-250.00","Checking","MD loan"
﻿,,"5/29/2018","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-48.87","Matt Checking 0451","DBT PURCHASE ON 05/27 @ 11:59 QT WIRELESS CONNECTIONS QT WIRELES"
﻿,,"5/29/2018","Payment/Deposit","",,"","Krispy Kreme","Uncategorized","Uncategorized","",,"-6.31","Matt Checking 0451","DBT PURCHASE ON 05/27 @ 07:26 KRISPY KREME DOUGH KRISPY KREME DO"
﻿,,"5/29/2018","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-3.58","Matt Checking 0451","DBT PURCHASE ON 05/27 @ 12:20 QT 168 02001683 QT 168 02001683 KA"
﻿,,"5/28/2018","Payment/Deposit","",,"","Dollartree","Fix Me","Fix Me","",,"-50.12","Sears 9920(29)",
﻿,,"5/28/2018","Payment/Deposit","",,"","Freddy's","Dining:Family","Dining:Family","",,"-6.42","Sears 9920(29)",
﻿,,"5/28/2018","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-11.86","Sears 9920(29)",
﻿,,"5/28/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-45.16","Discover 3128(6)",
﻿,,"5/28/2018","Payment/Deposit","",,"","Fairfield","Vacation","Vacation","",,"-175.75","Checking","Vacation fees"
﻿,,"5/28/2018","Payment/Deposit","",,"","AAA Visa","Transfer:[Checking]","Transfer:[Checking]","",,"44.91","BOA AAA 8044(1)","payment (auto)"
﻿,,"5/28/2018","Payment/Deposit","",,"","AAA Visa","Transfer:[BOA AAA 8044(1)]","Transfer:[BOA AAA 8044(1)]","",,"-44.91","Checking","payment (auto)"
﻿,,"5/27/2018","Payment/Deposit","",,"","iTunes","Entertainment:Music","Entertainment:Music","",,"-16.35","Discover 3128(6)",
﻿,,"5/27/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-15.04","Discover 3128(6)",
﻿,,"5/27/2018","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-39.07","Matt Checking 0451","DBT PURCHASE ON 05/27 @ 20:04 QT 210 02002103 QT 210 02002103 OV"
﻿,,"5/27/2018","Payment/Deposit","",,"","McDonald's","Dining:Greg","Dining:Greg","",,"-5.32","Matt Checking 0451","DBT PURCHASE ON 05/26 @ 09:49 MCDONALD'S F13642 MCDONALD'S F1364"
﻿,,"5/27/2018","Payment/Deposit","",,"","APL* ITUNES.COM/BILL 866-712-775","Entertainment","Entertainment","",,"-16.35","Discover 3128(6)","HBO"
﻿,,"5/27/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-10.07","Discover 3128(6)",
﻿,,"5/27/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"21.79","Discover 3128(6)",
﻿,,"5/27/2018","Payment/Deposit","",,"","Levelup Planetsub","Dining:Family","Dining:Family","",,"-24.71","Discover4221(6)",
﻿,,"5/27/2018","Payment/Deposit","",,"","Discover Card","Transfer:[Checking]","Transfer:[Checking]","",,"4,182.40","Discover 3128(6)","payment (auto)"
﻿,,"5/27/2018","Payment/Deposit","",,"","Discover Card","Transfer:[Discover 3128(6)]","Transfer:[Discover 3128(6)]","",,"-4,182.40","Checking","payment (auto)"
﻿,,"5/27/2018","Payment/Deposit","",,"","KANSAS GAS SERVI","Utilities:Gas & Electric","Utilities:Gas & Electric","",,"-120.00","Checking",
﻿,,"5/26/2018","Payment/Deposit","",,"","Jimms","Dining:Family","Dining:Family","",,"-122.32","Sears 9920(29)",
﻿,,"5/26/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-16.40","Discover 3128(6)",
﻿,,"5/26/2018","Payment/Deposit","",,"","Lowe's","Fix Me","Fix Me","",,"-27.35","Discover 3128(6)","DBT PURCHASE ON 08/12 @ 05:56 LOWES #01623* LOWES #01623* KANSA"
﻿,,"5/26/2018","Payment/Deposit","",,"","Lowe's","Fix Me","Fix Me","",,"-11.85","Discover 3128(6)","DBT PURCHASE ON 08/12 @ 05:56 LOWES #01623* LOWES #01623* KANSA"
﻿,,"5/26/2018","Payment/Deposit","",,"","Ancestry.Com","Membership","Membership","",,"-19.95","Discover 3128(6)",
﻿,,"5/26/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-16.35","Discover 3128(6)",
﻿,,"5/26/2018","Payment/Deposit","",,"","273 BRAUMS STORE SPRINGFIELD MO","Dining:Terry","Dining:Terry","",,"-3.22","Discover 3128(6)",
﻿,,"5/26/2018","Payment/Deposit","",,"","McDonald's","Dining:Family","Dining:Family","",,"-10.23","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"5/26/2018","Payment/Deposit","",,"","Tbo Trf","Transfer:[Matt Checking 0451]","Transfer:[Matt Checking 0451]","",,"-140.00","Checking",
﻿,,"5/26/2018","Payment/Deposit","",,"","Tbo Trf","Transfer:[Checking]","Transfer:[Checking]","",,"140.00","Matt Checking 0451",
﻿,,"5/26/2018","Payment/Deposit","",,"","Phillips 66","Auto:Fuel","Auto:Fuel","",,"-3.48","Matt Checking 0451","DBT PURCHASE ON 05/26 @ 23:34 PHILLIPS 66 - MINIT MAR PHILLIPS 6"
﻿,,"5/25/2018","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","40 shares @ 1.00","Investments:Sell","","-40","40.00","Fidelity HSA XX5575",""
﻿,,"5/25/2018","Payment/Deposit","",,"","Murfins","Groceries","Groceries","",,"-21.23","Sears 9920(29)",
﻿,,"5/25/2018","Payment/Deposit","Check","4634","","Step 2","Fix Me","Fix Me","",,"-30.00","Checking","MD phoenix reunion"
﻿,,"5/25/2018","Payment/Deposit","",,"","NORMAL DISTR PARTIAL STAR CHIROP","Medical:Chiropractic","Medical:Chiropractic","",,"-40.00","Fidelity HSA XX5575","NORMAL DISTR PARTIAL STAR CHIROPRACTIC       SHAWNEE       KS"
﻿,,"5/25/2018","Payment/Deposit","",,"",,"Transfer:[Checking]","Transfer:[Checking]","",,"856.83","Sears 9920(29)","payment (auto)"
﻿,,"5/25/2018","Payment/Deposit","",,"","Sears","Transfer:[Sears 9920(29)]","Transfer:[Sears 9920(29)]","",,"-856.83","Checking","payment (auto)"
﻿,,"5/24/2018","Payment/Deposit","",,"","Picklemans","Dining:Greg","Dining:Greg","",,"-21.85","Sears 9920(29)","with thomas"
﻿,,"5/24/2018","Payment/Deposit","",,"","Wendy's","Dining:Terry","Dining:Terry","",,"-6.11","Sears 9920(29)",
﻿,,"5/24/2018","Payment/Deposit","",,"","BARNES & NOBLE #2668 LEAWOOD KS","Fix Me","Fix Me","",,"-2.89","Discover 3128(6)",
﻿,,"5/24/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-69.26","Discover 3128(6)",
﻿,,"5/24/2018","Payment/Deposit","",,"","THINGS REMEMBERED 0388 LEAWOOD K","Gifts","Gifts","",,"-61.09","Discover 3128(6)","tara picture frame"
﻿,,"5/24/2018","Payment/Deposit","",,"","PROFILE 15013 OVERLAND P OVERLAN","Groceries","Groceries","",,"-60.18","Discover 3128(6)",
﻿,,"5/24/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"49.84","Discover 3128(6)",
﻿,,"5/24/2018","Payment/Deposit","",,"","COSTCO WHSE #0369 OVERLAN","Fix Me","Fix Me","",,"-92.32","Costco Visa 5455","DIETRICH,TERRY J"
﻿,,"5/24/2018","Payment/Deposit","",,"","Wendy's","Dining:Greg","Dining:Greg","",,"-4.46","Matt Checking 0451","DBT PURCHASE ON 05/23 @ 22:01 WENDYS #6011 WENDYS #6011 KANSAS C"
﻿,,"5/23/2018","Payment/Deposit","",,"","Phillips 66","Auto:Fuel","Auto:Fuel","",,"-24.57","Sears 9920(29)","odyssey"
﻿,,"5/23/2018","Payment/Deposit","",,"","Purchases","Fix Me","Fix Me","",,"-201.59","Kohls 3215(25)",
﻿,,"5/23/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-24.99","Discover 3128(6)",
﻿,,"5/23/2018","Payment/Deposit","",,"","McDonald's","Dining:Family","Dining:Family","",,"-11.48","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"5/23/2018","Payment/Deposit","",,"","Home Depot","Fix Me","Fix Me","",,"-136.45","Discover 3128(6)",
﻿,,"5/23/2018","Payment/Deposit","",,"","Target","Fix Me","Fix Me","",,"-38.48","Discover 3128(6)","DBT PURCHASE ON 09/14 @ 16:56 TARGET 00017574 TARGET 00017574 O"
﻿,,"5/23/2018","Payment/Deposit","",,"","SUBURBAN LAWN AND GARDEN KANSAS","Household:Landscape","Household:Landscape","",,"-56.64","Discover 3128(6)",
﻿,,"5/23/2018","Payment/Deposit","",,"","STAR CHIROPRACTIC SHAWNEE KS","Medical:Chiropractic","Medical:Chiropractic","",,"-37.70","Discover 3128(6)",
﻿,,"5/23/2018","Payment/Deposit","",,"","Jimmy John's","Uncategorized","Uncategorized","",,"-9.56","Matt Checking 0451","DBT PURCHASE ON 05/22 @ 18:36 JIMMY JOHNS - 822 JIMMY JOHNS - 82"
﻿,,"5/23/2018","Payment/Deposit","",,"","Chipotle","Uncategorized","Uncategorized","",,"-8.68","Matt Checking 0451","DBT PURCHASE ON 05/22 @ 08:09 CHIPOTLE 0776 CHIPOTLE 0776 KANSAS"
﻿,,"5/23/2018","Payment/Deposit","",,"","Starbucks","Uncategorized","Uncategorized","",,"-3.26","Matt Checking 0451","DBT PURCHASE ON 05/23 @ 19:29 STARBUCKS STORE 10034 STARBUCKS ST"
﻿,,"5/23/2018","Payment/Deposit","",,"","Conoco","Uncategorized","Uncategorized","",,"-2.42","Matt Checking 0451","DBT PURCHASE ON 05/23 @ 03:10 CONOCO - FLEMING CONOCO - FLEMING"
﻿,,"5/22/2018","Sell","",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","0.113 shares @ 11.415929","Investments:Sell","","-0.113","1.29","IBM 401k Fidelity","FEES;VANG LT TREASURY ADM OQAX;as of 05/22/2018"
﻿,,"5/22/2018","Payment/Deposit","",,"","Hy Vee","Groceries","Groceries","",,"-14.86","Sears 9920(29)",
﻿,,"5/22/2018","Payment/Deposit","",,"","Home Depot","Fix Me","Fix Me","",,"-17.81","Discover 3128(6)",
﻿,,"5/22/2018","Payment/Deposit","",,"","WWW.SHATTERPROOF.ORG 203-849-221","Charity:Cash","Charity:Cash","",,"-25.00","Discover 3128(6)",
﻿,,"5/22/2018","Payment/Deposit","",,"","SUBURBAN LAWN AND GARDEN OVERLAN","Fix Me","Fix Me","",,"-21.44","Discover 3128(6)",
﻿,,"5/22/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-43.98","Discover 3128(6)",
﻿,,"5/22/2018","Payment/Deposit","",,"","AMAZON SERVICES-KINDLE 866-321-8","Books","Books","",,"-12.99","Discover 3128(6)","Evidence TDAV"
﻿,,"5/22/2018","Payment/Deposit","",,"","COSTCO WHSE #0369 OVERLAN","Fix Me","Fix Me","",,"-128.64","Costco Visa 5455","DIETRICH,TERRY J"
﻿,,"5/22/2018","Payment/Deposit","Check","4487","","Mackinzie Minner","Gifts:Graduation","Gifts:Graduation","",,"-50.00","Checking",
﻿,,"5/22/2018","Payment/Deposit","",,"","From savings","Transfer:[Savings]","Transfer:[Savings]","",,"7,500.00","Checking",
﻿,,"5/22/2018","Payment/Deposit","TXFR",,"","From savings","Transfer:[Checking]","Transfer:[Checking]","",,"-7,500.00","Savings",
﻿,,"5/22/2018","Payment/Deposit","",,"","Vanguard Fees","Invest Exp","Invest Exp","",,"-1.29","IBM 401k Fidelity",
﻿,,"5/22/2018","Payment/Deposit","",,"","Tbo Trf","Transfer:[Matt Checking 0451]","Transfer:[Matt Checking 0451]","",,"-50.00","Checking",
﻿,,"5/22/2018","Payment/Deposit","",,"","Tbo Trf","Transfer:[Checking]","Transfer:[Checking]","",,"50.00","Matt Checking 0451",
﻿,,"5/22/2018","Payment/Deposit","",,"","Phillips 66","Auto:Fuel","Auto:Fuel","",,"-12.95","Matt Checking 0451","DBT PURCHASE ON 05/22 @ 06:01 PHILLIPS 66 - MARTIN CI PHILLIPS 6"
﻿,,"5/22/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-8.40","Matt Checking 0451","DBT PURCHASE ON 05/22 @ 18:29 WM SUPERCENTER # Wal-Mart Super Ce"
﻿,,"5/21/2018","Payment/Deposit","",,"","Italian Delight","Dining:Family","Dining:Family","",,"-46.73","Sears 9920(29)",
﻿,,"5/21/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-59.98","Discover 3128(6)",
﻿,,"5/21/2018","Payment/Deposit","",,"","Pilot","Auto:Fuel","Auto:Fuel","",,"-41.61","BOA AAA 8044(1)","odyssey"
﻿,,"5/21/2018","Payment/Deposit","",,"","McDonald's","Dining:Greg","Dining:Greg","",,"-5.81","Matt Checking 0451","DBT PURCHASE ON 05/20 @ 22:53 MCDONALD'S F12329 MCDONALD'S F1232"
﻿,,"5/21/2018","Payment/Deposit","",,"","Starbucks","Uncategorized","Uncategorized","",,"-5.05","Matt Checking 0451","DBT PURCHASE ON 05/21 @ 04:28 STARBUCKS T4 S3 PHX STARBUCKS T4 S"
﻿,,"5/21/2018","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-3.50","Matt Checking 0451","DBT PURCHASE ON 05/20 @ 11:47 QT 418 05004189 QT 418 05004189 PH"
﻿,,"5/21/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-1.58","Matt Checking 0451","DBT PURCHASE ON 05/21 @ 19:19 WAL-MART #2955 1701 W 133RD ST KAN"
﻿,,"5/20/2018","Payment/Deposit","",,"","DOLLAR-GENERAL #2484 HUTCHINSON","Fix Me","Fix Me","",,"-39.82","Discover 3128(6)",
﻿,,"5/20/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"29.98","Discover4221(6)",
﻿,,"5/20/2018","Payment/Deposit","",,"","Chevron","Uncategorized","Uncategorized","",,"-6.58","Matt Checking 0451","DBT PURCHASE ON 05/20 @ 12:08 CHEVRON 0352934 CHEVRON 0352934 TE"
﻿,,"5/20/2018","Payment/Deposit","",,"","In-N-Out Burger","Uncategorized","Uncategorized","",,"-4.54","Matt Checking 0451","DBT PURCHASE ON 05/20 @ 19:53 IN N OUT BURGER 195 IN N OUT BURGE"
﻿,,"5/20/2018","Payment/Deposit","",,"","Chevron","Uncategorized","Uncategorized","",,"-2.53","Matt Checking 0451","DBT PURCHASE ON 05/20 @ 12:08 CHEVRON 0352934 CHEVRON 0352934 TE"
﻿,,"5/20/2018","Payment/Deposit","",,"","Kcpt Donations","Charity:Cash","Charity:Cash","",,"-19.00","Checking",
﻿,,"5/19/2018","Payment/Deposit","",,"","McDonald's","Dining:Family","Dining:Family","",,"-12.69","Discover4221(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"5/19/2018","Payment/Deposit","",,"","Waffle House","Uncategorized","Uncategorized","",,"-17.91","Matt Checking 0451","DBT PURCHASE ON 05/19 @ 10:41 WAFFLE HOUSE 315 WAFFLE HOUSE 315"
﻿,,"5/19/2018","Payment/Deposit","",,"","Carl's Jr","Uncategorized","Uncategorized","",,"-12.45","Matt Checking 0451","DBT PURCHASE ON 05/18 @ 09:39 CARL'S JR 1100829 CARL'S JR 110082"
﻿,,"5/19/2018","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-8.14","Matt Checking 0451","DBT PURCHASE ON 05/18 @ 12:03 QT 404 05004049 QT 404 05004049 ME"
﻿,,"5/19/2018","Payment/Deposit","",,"","Pp Ruralguadal Pp","Uncategorized","Uncategorized","",,"-5.75","Matt Checking 0451","DBT PURCHASE ON 05/18 @ 23:47 PP*RURALGUADAL PP*RURALGUADAL SCOT"
﻿,,"5/19/2018","Payment/Deposit","",,"","Pp Mcqueenguad Pp","Uncategorized","Uncategorized","",,"-5.75","Matt Checking 0451","DBT PURCHASE ON 05/19 @ 23:47 PP*MCQUEENGUAD PP*MCQUEENGUAD SCOT"
﻿,,"5/19/2018","Payment/Deposit","",,"","Nnt Azevedo E","Uncategorized","Uncategorized","",,"-5.00","Matt Checking 0451","DBT PURCHASE ON 05/20 @ 04:21 NNT AZEVEDO INC 5620322114 E VAUGH"
﻿,,"5/19/2018","Payment/Deposit","",,"","In-N-Out Burger","Uncategorized","Uncategorized","",,"-4.16","Matt Checking 0451","DBT PURCHASE ON 05/19 @ 18:49 IN N OUT BURGER 230 IN N OUT BURGE"
﻿,,"5/19/2018","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-4.08","Matt Checking 0451","DBT PURCHASE ON 05/18 @ 12:03 QT 404 05004049 QT 404 05004049 ME"
﻿,,"5/19/2018","Payment/Deposit","",,"","Nnt Azevedo E","Uncategorized","Uncategorized","",,"-2.00","Matt Checking 0451","DBT PURCHASE ON 05/20 @ 04:06 NNT AZEVEDO INC 7605622114 E VAUGH"
﻿,,"5/19/2018","Payment/Deposit","",,"","Nnt Azevedo E","Uncategorized","Uncategorized","",,"-2.00","Matt Checking 0451","DBT PURCHASE ON 05/20 @ 03:58 NNT AZEVEDO INC 4801452114 E VAUGH"
﻿,,"5/19/2018","Payment/Deposit","",,"","KOHLS","Transfer:[Checking]","Transfer:[Checking]","",,"105.23","Kohls 3215(25)","payment (auto)"
﻿,,"5/19/2018","Payment/Deposit","",,"","KOHLS","Transfer:[Kohls 3215(25)]","Transfer:[Kohls 3215(25)]","",,"-105.23","Checking","payment (auto)"
﻿,,"5/18/2018","Payment/Deposit","",,"","Purchases","Fix Me","Fix Me","",,"-175.30","JC Penney 4541 (28)",
﻿,,"5/18/2018","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-18.50","Sears 9920(29)",
﻿,,"5/18/2018","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-19.67","Sears 9920(29)","odyssey"
﻿,,"5/18/2018","Payment/Deposit","",,"","DON PERDUE AUTOMOTIVE KANSAS CIT","Auto:Repair","Auto:Repair","",,"-483.42","Discover4221(6)","accord water pump"
﻿,,"5/18/2018","Payment/Deposit","",,"","GREEN LANTERN - 7 OVERLAND PARKK","Auto:Cleaning","Auto:Cleaning","",,"-30.55","Discover 3128(6)","accord"
﻿,,"5/18/2018","Payment/Deposit","",,"","GREEN LANTERN - 7 OVERLAND PARKK","Auto:Cleaning","Auto:Cleaning","",,"-28.37","Discover 3128(6)","odysesy"
