All Transactions Report Created: 2018-08-15 22:58:52 -0500
,
﻿Filter Criteria:,All Dates
,All Accounts
,Any Status
,Selected Transactions
,
﻿,"Split","Date","Type","Action","Check #","Security","Payee","Description","Category","Comm/Fee","Shares","Amount","Account","Memo/Notes"
﻿,,"12/12/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-13.23","Discover 3128(6)",
﻿,,"12/12/2017","Payment/Deposit","Check","4627","","Xmas Concert","Entertainment","Entertainment","",,"-65.00","Checking",
﻿,,"12/12/2017","Payment/Deposit","",,"","USPS PO 2842330145 KANSAS CITY M","Supplies","Supplies","",,"-36.13","Discover 3128(6)","shipping"
﻿,,"12/12/2017","Payment/Deposit","",,"","MICHAELS STORES 5707 KANSAS CITY","Fix Me","Fix Me","",,"-33.16","Discover 3128(6)",
﻿,,"12/12/2017","Payment/Deposit","",,"","AMC TOWN CENTER 20 #0038 LEAWOOD","Entertainment","Entertainment","",,"-8.83","Discover 3128(6)","Thor"
﻿,,"12/12/2017","Payment/Deposit","",,"","McDonald's","Dining:Terry","Dining:Terry","",,"-6.85","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"12/12/2017","Payment/Deposit","",,"","Panda Express","Dining:Greg","Dining:Greg","",,"-8.00","Discover4221(6)",
﻿,,"12/12/2017","Payment/Deposit","",,"","AMC TOWN CENTER 20 #0038 LEAWOOD","Dining:Terry","Dining:Terry","",,"-5.46","Discover4221(6)","concessions"
﻿,,"12/12/2017","Payment/Deposit","",,"","From savings","Transfer:[Checking]","Transfer:[Checking]","",,"-10,000.00","Savings",
﻿,,"12/12/2017","Payment/Deposit","TXFR",,"","From savings","Transfer:[Savings]","Transfer:[Savings]","",,"10,000.00","Checking",
﻿,,"12/12/2017","Payment/Deposit","",,"","Discover Card","Transfer:[Checking]","Transfer:[Checking]","",,"20,043.79","Discover4221(6)","payment (auto)"
﻿,,"12/12/2017","Payment/Deposit","",,"","Discover Card","Transfer:[Discover4221(6)]","Transfer:[Discover4221(6)]","",,"-20,043.79","Checking","payment (auto)"
﻿,,"12/11/2017","Payment/Deposit","",,"","IHOP","Dining:Family","Dining:Family","",,"-15.62","Sears 9920(29)",
﻿,,"12/11/2017","Payment/Deposit","",,"","PAYPAL *LANDSENDINC 402-935-7733","Fix Me","Fix Me","",,"-76.56","Discover 3128(6)",
﻿,,"12/11/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-32.47","Discover 3128(6)",
﻿,,"12/11/2017","Payment/Deposit","",,"","LEVELUP*PLANETSUB84614 855-466-5","Dining:Greg","Dining:Greg","",,"-1.42","Discover4221(6)",
﻿,,"12/11/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"8.60","Discover 3128(6)",
﻿,,"12/11/2017","Payment/Deposit","",,"","Loan Nissan Leaf","Transfer:[Checking]","Transfer:[Checking]","",,"633.13","Loan Nissan Leaf",
﻿,"S","12/11/2017","Payment/Deposit","Sched",,"","Loan Nissan Leaf","Transfer:[Loan Nissan Leaf]","Transfer:[Loan Nissan Leaf]","",,"-633.13","Checking",
﻿,"S","12/11/2017","Payment/Deposit","Sched",,"","Loan Nissan Leaf","Auto & Transport:Auto Payment:Interest","Auto & Transport:Auto Payment:Interest","",,"-4.76","Checking",
﻿,,"12/10/2017","Payment/Deposit","",,"","Jose Peppers","Dining:Family","Dining:Family","",,"-33.46","Sears 9920(29)",
﻿,,"12/10/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"21.44","Discover 3128(6)",
﻿,,"12/9/2017","Payment/Deposit","",,"","Pinstripes","Dining:Family","Dining:Family","",,"-44.58","Sears 9920(29)",
﻿,,"12/8/2017","Payment/Deposit","",,"","JOCO Taxes","Tax:Real Estate","Tax:Real Estate","",,"-2,259.13","Escrow2017",
﻿,,"12/8/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-145.34","Discover 3128(6)",
﻿,,"12/8/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-58.36","Discover 3128(6)",
﻿,,"12/8/2017","Payment/Deposit","",,"","HAWTHORNE ANIMAL HOSPITA OVERLAN","Pets","Pets","",,"-50.10","Discover 3128(6)",
﻿,,"12/8/2017","Payment/Deposit","",,"","Popeyes","Dining:Greg","Dining:Greg","",,"-6.89","Discover4221(6)",
﻿,,"12/8/2017","Payment/Deposit","",,"","Hellofresh Cityny","Groceries","Groceries","",,"-59.94","Discover 3128(6)",
﻿,,"12/7/2017","Payment/Deposit","",,"","Ginger Sues","Fix Me","Fix Me","",,"-14.44","Sears 9920(29)",
﻿,,"12/7/2017","Payment/Deposit","",,"","Returns","Fix Me","Fix Me","",,"16.35","Kohls 3215(25)",
﻿,,"12/7/2017","Payment/Deposit","",,"","Purchases","Fix Me","Fix Me","",,"-20.45","Kohls 3215(25)",
﻿,,"12/7/2017","Payment/Deposit","",,"","Home Depot","Fix Me","Fix Me","",,"-44.27","Discover 3128(6)",
﻿,,"12/7/2017","Payment/Deposit","",,"","Big Lots","Fix Me","Fix Me","",,"-19.18","Discover 3128(6)",
﻿,,"12/7/2017","Payment/Deposit","",,"","ARBY'S 6028 SHAWNEE KS","Dining:Family","Dining:Family","",,"-18.55","Discover 3128(6)",
﻿,,"12/7/2017","Payment/Deposit","",,"","Amazon.com","Books","Books","",,"-14.99","Discover 3128(6)","disaster artist"
﻿,,"12/7/2017","Payment/Deposit","",,"","APL* ITUNES.COM/BILL 866-712-775","Subscriptions","Subscriptions","",,"-6.54","Discover 3128(6)",
﻿,,"12/7/2017","Payment/Deposit","",,"","DELTA AIRLINES ARC SAL ATLANTA G","Travel","Travel","",,"-332.40","Discover 3128(6)","atlanta"
﻿,,"12/7/2017","Payment/Deposit","",,"","DELTA AIRLINES ARC SAL ATLANTA G","Travel","Travel","",,"-332.40","Discover 3128(6)","atlanta"
﻿,,"12/7/2017","Payment/Deposit","",,"","Five Guys","Dining:Greg","Dining:Greg","",,"-10.49","Discover4221(6)",
﻿,,"12/7/2017","Payment/Deposit","",,"","Levelup Planetsub","Dining:Greg","Dining:Greg","",,"-8.52","Discover4221(6)",
﻿,"S","12/7/2017","Payment/Deposit","",,"","ATM Old Metcalf 13500 Metcalf Avenue","Fix Me","Fix Me","",,"-100.00","Checking","tracy"
﻿,"S","12/7/2017","Payment/Deposit","",,"","ATM Old Metcalf 13500 Metcalf Avenue","Fix Me","Fix Me","",,"-100.00","Checking","tracy-gma"
﻿,,"12/7/2017","Payment/Deposit","",,"","Chick-fil-a","Dining:Greg","Dining:Greg","",,"-4.20","Discover4221(6)",
﻿,,"12/7/2017","Payment/Deposit","",,"","EXPEDIA 7314378609901 EXPEDIA.CO","Insurance","Insurance","",,"-42.00","Discover 3128(6)",
﻿,,"12/6/2017","Payment/Deposit","",,"","Hy Vee","Groceries","Groceries","",,"-65.39","Sears 9920(29)",
﻿,,"12/6/2017","Payment/Deposit","",,"","Purchases","Fix Me","Fix Me","",,"-53.15","Kohls 3215(25)",
﻿,,"12/6/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"28.52","Discover 3128(6)",
﻿,,"12/5/2017","Sell","",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","0.055 shares @ 12.545455","Investments:Sell","","-0.055","0.69","IBM 401k Fidelity","FEES;VANG LT TREASURY ADM OQAX;as of 12/05/2017"
﻿,,"12/5/2017","Payment/Deposit","",,"","Redrock Canyon Grill","Dining:Terry","Dining:Terry","",,"-29.94","Sears 9920(29)",
﻿,,"12/5/2017","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-4.34","Sears 9920(29)",
﻿,,"12/5/2017","Payment/Deposit","",,"","Purchases","Fix Me","Fix Me","",,"-27.23","Kohls 3215(25)",
﻿,,"12/5/2017","Payment/Deposit","",,"","Fees","Invest Exp","Invest Exp","",,"-0.69","IBM 401k Fidelity",
﻿,,"12/5/2017","Payment/Deposit","",,"","Interest","Interest Exp","Interest Exp","",,"-149.09","Discover4221(6)",
﻿,,"12/5/2017","Payment/Deposit","",,"","BEST BUY 00002774295 OVERLAND PA","Household:Appliances","Household:Appliances","",,"-364.09","Discover 3128(6)","microwave"
﻿,,"12/5/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-58.86","Discover 3128(6)",
﻿,,"12/5/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-27.54","Discover 3128(6)",
﻿,,"12/5/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-5.20","Discover 3128(6)",
﻿,,"12/5/2017","Payment/Deposit","",,"","Costco","Fix Me","Fix Me","",,"-71.28","Costco Visa 5455","DIETRICH,TERRY J"
﻿,,"12/5/2017","Payment/Deposit","",,"","THE ATHLETIC CLUB OF O OVERLAND","Membership","Membership","",,"-67.64","Discover 3128(6)",
﻿,,"12/5/2017","Payment/Deposit","",,"","Campus Crusade for Christ","Charity:Cash:Crusade","Charity:Cash:Crusade","",,"-85.00","Checking","Austin"
﻿,,"12/5/2017","Payment/Deposit","",,"","ATT","Utilities:Telephone","Utilities:Telephone","",,"-638.34","Discover 3128(6)","wireless"
﻿,,"12/4/2017","Payment/Deposit","",,"","McDonald's","Dining:Greg","Dining:Greg","",,"-5.02","Discover4221(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"12/4/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-85.69","Discover 3128(6)",
﻿,,"12/4/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"70.89","Discover 3128(6)",
﻿,,"12/3/2017","Payment/Deposit","",,"","Applebees","Dining:Family","Dining:Family","",,"-25.53","Sears 9920(29)",
﻿,,"12/3/2017","Payment/Deposit","",,"","WIKIMEDIA8776009454 877-600-9454","Charity:Cash","Charity:Cash","",,"-20.00","Discover4221(6)",
﻿,,"12/3/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-98.78","Discover 3128(6)",
﻿,,"12/3/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"65.45","Discover 3128(6)",
﻿,,"12/3/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"22.58","Discover 3128(6)",
﻿,,"12/3/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"281.48","Discover 3128(6)","reverse duplicate charge"
﻿,,"12/2/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-37.61","Sears 9920(29)","odyssey"
﻿,,"12/2/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-89.15","Discover 3128(6)",
﻿,,"12/2/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-10.99","Discover 3128(6)",
﻿,,"12/1/2017","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-29.57","Sears 9920(29)",
﻿,,"12/1/2017","Payment/Deposit","",,"","Panda Express","Dining:Family","Dining:Family","",,"-9.47","Sears 9920(29)",
﻿,,"12/1/2017","Payment/Deposit","",,"","Purchases","Fix Me","Fix Me","",,"-134.10","Kohls 3215(25)",
﻿,,"12/1/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-80.55","Discover 3128(6)",
﻿,,"12/1/2017","Payment/Deposit","",,"","BEDBATH&BEYOND OLATHE KS","Fix Me","Fix Me","",,"-168.45","Discover 3128(6)",
﻿,,"12/1/2017","Payment/Deposit","",,"","MARSHALLS #0609 OLATHE KS","Fix Me","Fix Me","",,"-157.85","Discover 3128(6)",
﻿,,"12/1/2017","Payment/Deposit","",,"","SANFORD PROFILE 11082 OLATHE KS","Groceries","Groceries","",,"-65.97","Discover 3128(6)",
﻿,,"12/1/2017","Payment/Deposit","",,"","MARSHALLS #0609 OLATHE KS","Fix Me","Fix Me","",,"-35.33","Discover 3128(6)",
﻿,,"12/1/2017","Payment/Deposit","",,"","MARSHALLS #0609 OLATHE KS","Fix Me","Fix Me","",,"-27.60","Discover 3128(6)",
﻿,,"12/1/2017","Payment/Deposit","",,"","MENARDS 3343 OLATHE KS","Fix Me","Fix Me","",,"-21.29","Discover 3128(6)",
﻿,,"12/1/2017","Payment/Deposit","",,"","Netflix.Com","Entertainment","Entertainment","",,"-9.99","Discover 3128(6)",
﻿,,"12/1/2017","Payment/Deposit","",,"","CapFedMortgage2017","Transfer:[Checking]","Transfer:[Checking]","",,"475.46","Escrow2017",
﻿,,"12/1/2017","Payment/Deposit","",,"","CapFedMortgage2017","Transfer:[Checking]","Transfer:[Checking]","",,"0.00","CapFedMortgage2017",
﻿,,"12/1/2017","Payment/Deposit","",,"","CapFedMortgage2017","Transfer:[Checking]","Transfer:[Checking]","",,"433.19","CapFedMortgage2017",
﻿,"S","12/1/2017","Payment/Deposit","Sched",,"","CapFedMortgage2017","Transfer:[CapFedMortgage2017]","Transfer:[CapFedMortgage2017]","",,"-433.19","Checking",
﻿,"S","12/1/2017","Payment/Deposit","Sched",,"","CapFedMortgage2017","Home:Mortgage:Interest","Home:Mortgage:Interest","",,"-698.35","Checking",
﻿,"S","12/1/2017","Payment/Deposit","Sched",,"","CapFedMortgage2017","Transfer:[CapFedMortgage2017]","Transfer:[CapFedMortgage2017]","",,"0.00","Checking",
﻿,"S","12/1/2017","Payment/Deposit","Sched",,"","CapFedMortgage2017","Transfer:[Escrow2017]","Transfer:[Escrow2017]","",,"-475.46","Checking",
﻿,"S","12/1/2017","Payment/Deposit","Sched",,"","CapFedMortgage2017","Uncategorized","Uncategorized","",,"0.00","Checking",
﻿,"S","12/1/2017","Payment/Deposit","Sched",,"","CapFedMortgage2017","Home:Home Insurance","Home:Home Insurance","",,"0.00","Checking",
﻿,"S","12/1/2017","Payment/Deposit","Sched",,"","CapFedMortgage2017","Home:Mortgage:PMI","Home:Mortgage:PMI","",,"0.00","Checking",
﻿,"S","12/1/2017","Payment/Deposit","Sched",,"","CapFedMortgage2017","Home:Mortgage:Mortgage Fees","Home:Mortgage:Mortgage Fees","",,"0.00","Checking",
﻿,,"12/1/2017","Payment/Deposit","",,"","AAA Visa","Transfer:[Checking]","Transfer:[Checking]","",,"227.77","BOA AAA 8044(1)","payment (auto)"
﻿,,"12/1/2017","Payment/Deposit","",,"","AAA Visa","Transfer:[BOA AAA 8044(1)]","Transfer:[BOA AAA 8044(1)]","",,"-227.77","Checking","payment (auto)"
﻿,,"11/30/2017","Interest Income","",,"",,"Investments:Interest Income","Investments:Interest Income","",,"0.24","TD IRA (Scottrade)","INT EARNED BANK DEP PROGRAM 30 DAYS @ 0.01% APYE 0.01% $.24 CR."
﻿,,"11/30/2017","Interest Income","",,"",,"Investments:Interest Income","Investments:Interest Income","",,"61.66","IBM Pension",""
﻿,,"11/30/2017","Reinvest Dividend","",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","19.493 shares @ 12.219771","Investments:Reinvest Dividend","","19.493","0.00","IBM 401k Fidelity","DIVIDEND;VANG LT TREASURY ADM OQAX;as of 11/30/2017"
﻿,,"11/30/2017","Buy","",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","13.879 shares @ 12.219901","Investments:Buy","","13.879","-169.60","IBM 401k Fidelity","CONTRIBUTION;VANG LT TREASURY ADM OQAX;as of 11/30/2017"
﻿,,"11/30/2017","Buy","",,"Stable Value","Stable Value","25.811 shares @ 6.570842","Investments:Buy","","25.811","-169.60","IBM 401k Fidelity","CONTRIBUTION;INTEREST INCOME FUND OJFA;as of 11/30/2017"
﻿,,"11/30/2017","Dividend Income","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","Investments:Dividend Income","Investments:Dividend Income","",,"0.06","Fidelity HSA XX5575","INTEREST EARNED"
﻿,,"11/30/2017","Buy","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","214.58 shares @ 1.00","Investments:Buy","","214.58","-214.58","Fidelity HSA XX5575",""
﻿,,"11/30/2017","Buy","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","0.06 shares @ 1.00","Investments:Buy","","0.06","-0.06","Fidelity HSA XX5575",""
﻿,,"11/30/2017","Payment/Deposit","",,"","Balance Adjustment","Cash","Cash","",,"-25.00","Terry Cash","bal 75"
﻿,,"11/30/2017","Payment/Deposit","",,"","Balance Adjustment","Cash","Cash","",,"-160.00","Greg Cash","bal 200"
﻿,,"11/30/2017","Payment/Deposit","",,"","Returns","Fix Me","Fix Me","",,"47.26","Kohls 3215(25)",
﻿,,"11/30/2017","Payment/Deposit","",,"","Returns","Fix Me","Fix Me","",,"47.11","Kohls 3215(25)",
﻿,,"11/30/2017","Payment/Deposit","",,"","Returns","Fix Me","Fix Me","",,"18.73","Kohls 3215(25)",
﻿,,"11/30/2017","Payment/Deposit","",,"","Purchases","Fix Me","Fix Me","",,"-26.17","Kohls 3215(25)",
﻿,,"11/30/2017","Payment/Deposit","",,"","SW AIR DALLAS TX","Travel","Travel","",,"-82.98","Discover 3128(6)","MD step 2"
﻿,,"11/30/2017","Payment/Deposit","",,"","Durrie Vision Emv","Medical:Doctor","Medical:Doctor","",,"-1,475.00","Discover4221(6)","surgery"
﻿,,"11/30/2017","Payment/Deposit","",,"","Hen House","Groceries","Groceries","",,"-14.28","Sears 9920(29)",
﻿,,"11/30/2017","Payment/Deposit","",,"","Withdrawal","Fix Me","Fix Me","",,"-293.65","Checking","MD loan"
﻿,"S","11/30/2017","Payment/Deposit","EFT",,"","KCPL","Utilities:Gas & Electric","Utilities:Gas & Electric","",,"-156.05","Checking",
﻿,"S","11/30/2017","Payment/Deposit","EFT",,"","KCPL","Insurance:Homeowners","Insurance:Homeowners","",,"-6.41","Checking","surge protection fee"
﻿,"S","11/30/2017","Payment/Deposit","EFT",,"","KCPL","Utilities:Gas & Electric","Utilities:Gas & Electric","",,"-131.04","Checking","extra"
﻿,,"11/30/2017","Payment/Deposit","",,"","Withdrawal","Transfer:[Checking]","Transfer:[Checking]","",,"60.00","Greg Cash",
﻿,,"11/30/2017","Payment/Deposit","",,"","Withdrawal","Transfer:[Greg Cash]","Transfer:[Greg Cash]","",,"-60.00","Checking",
﻿,,"11/30/2017","Payment/Deposit","",,"","INTEREST CREDITED DEPOSIT","Int Inc","Int Inc","",,"1.14","Checking",
﻿,,"11/30/2017","Payment/Deposit","",,"","INTEREST CREDITED DEPOSIT","Int Inc","Int Inc","",,"11.61","Savings",
﻿,,"11/30/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-80.35","Discover 3128(6)",
﻿,,"11/30/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-8.36","Discover 3128(6)",
﻿,,"11/30/2017","Payment/Deposit","",,"","COSTCO WHSE #0369 OVERLAN","Fix Me","Fix Me","",,"-98.14","Costco Visa 5455","DIETRICH,TERRY J"
﻿,,"11/30/2017","Payment/Deposit","",,"","IBM Paycheck","Transfer:[Savings]","Transfer:[Savings]","",,"214.58","Fidelity HSA XX5575","Medical savings plan"
﻿,,"11/30/2017","Payment/Deposit","",,"","IBM Paycheck","Transfer:[Savings]","Transfer:[Savings]","",,"339.20","IBM 401k Fidelity","contribution"
﻿,"S","11/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Salary","Salary","",,"5,653.25","Savings","Gross pay"
﻿,"S","11/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Salary","Salary","",,"78.54","Savings","Life Insurance (implied)"
﻿,"S","11/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Medicare","Tax:Medicare","",,"-78.19","Savings","Paycheck"
﻿,"S","11/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Soc Sec","Tax:Soc Sec","",,"-334.33","Savings","Paycheck"
﻿,"S","11/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Fed","Tax:Fed","",,"-564.97","Savings","Paycheck"
﻿,"S","11/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Kansas","Tax:Kansas","",,"-205.38","Savings","Paycheck"
﻿,"S","11/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Transfer:[IBM 401k Fidelity]","Transfer:[IBM 401k Fidelity]","",,"-339.20","Savings","contribution"
﻿,"S","11/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Medical","Insurance:Medical","",,"-124.78","Savings","Health care (medical + dental)"
﻿,"S","11/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Transfer:[Fidelity HSA XX5575]","Transfer:[Fidelity HSA XX5575]","",,"-214.58","Savings","Medical savings plan"
﻿,"S","11/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Life","Insurance:Life","",,"0.00","Savings","Life Insurance"
﻿,"S","11/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Life","Insurance:Life","",,"-78.54","Savings","LIfe Insurance (implied)"
﻿,"S","11/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Uncategorized","Uncategorized","",,"-0.01","Savings","Paycheck"
﻿,,"11/30/2017","Payment/Deposit","Deposit",,"","IBM Match","Misc Inc","Misc Inc","",,"450.00","Deferred 401k Match","IBM Match"
﻿,,"11/29/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-39.16","Sears 9920(29)",
﻿,,"11/29/2017","Payment/Deposit","",,"","HOBBY-LOBBY #0081 MERRIAM KS","Fix Me","Fix Me","",,"-46.26","Discover 3128(6)",
﻿,,"11/29/2017","Payment/Deposit","",,"","PAYPAL *PURITANSPRI 402-935-7733","Fix Me","Fix Me","",,"-27.94","Discover 3128(6)",
﻿,,"11/29/2017","Payment/Deposit","",,"","McDonald's","Dining","Dining","",,"-17.06","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"11/29/2017","Payment/Deposit","",,"","STAPLES 00118471105 OVERLAND PAR","Fix Me","Fix Me","",,"-5.34","Discover 3128(6)",
﻿,,"11/29/2017","Payment/Deposit","",,"","TALK OF THE TOWN GRILL & OVERLAN","Dining:Greg","Dining:Greg","",,"-8.73","Discover4221(6)",
﻿,,"11/28/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-281.48","Discover 3128(6)","duplicate charge"
﻿,,"11/28/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-281.48","Discover 3128(6)",
﻿,,"11/28/2017","Payment/Deposit","",,"","DSW","Clothing","Clothing","",,"-96.82","Sears 9920(29)","shoes"
﻿,,"11/28/2017","Payment/Deposit","",,"","DSW","Clothing","Clothing","",,"-80.17","Sears 9920(29)","shoes"
﻿,,"11/28/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-14.99","Discover 3128(6)",
﻿,,"11/28/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-9.96","Discover 3128(6)",
﻿,,"11/28/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-66.37","Discover 3128(6)",
﻿,,"11/28/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-41.96","Discover 3128(6)",
﻿,,"11/28/2017","Payment/Deposit","",,"","CVS Pharmacy","Medical:Medicine","Medical:Medicine","",,"-12.49","Discover4221(6)","GD drops"
﻿,,"11/28/2017","Payment/Deposit","",,"","Wendy's","Dining:Greg","Dining:Greg","",,"-7.64","Discover4221(6)",
﻿,,"11/28/2017","Payment/Deposit","",,"","Fairfield","Vacation","Vacation","",,"-169.85","Checking","Vacation fees"
﻿,,"11/27/2017","Interest Income","",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","Investments:Interest Income","",,"0.05","TD IRA (E*Trade)","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
